Year,Quarter,Month,CashGroupCode,BankCode,ExpandPlatform,ExpandPlatformType,ExpandFlowType,ExpandClientType,ExpandProductType1,ExpandProductType2,G10EM,ExpandCurrency1Region,ExpandCurrency2Region,ExpandCurrency1,ExpandCurrency2,ExpandClientRegion,ExpandHourRegion,ExpandClientCountry,ExpandValueDate,Disclosed/Non Disclosed,ExpandClientSubType,SalesCredit,ClientCount,VolumeBucket,ExpandClientCountryRegion,ExpandOrderType,ExpandPlatformVendorName,ExpandTenorBucket,ExpandTradeType,TradeCount,BlockTrade,ExpandTraderLocation,ExpandBookingType,ExpandSalesLocation,SalesCreditMethodology,Onshore/Offshore,Volume
2022,3,9,Group A,Group A,FXSpotStream,API,Client,Hedge Fund,NDFs,,EM,,,USD,CLP,APAC,,,,,,0,,,,,,NDS,,0,,,,,,,1209815.875
2022,3,7,Group B,Bank B,FX Connect,MDP,Client,Real Money,Spot,Algo Order - Other,G10,,,USD,DKK,AMER,,,,,,0,,,,,,,,0,,,,,,,1042855.333
2021,3,9,Group B,Bank Q,SDP,SDP,Client,Corporate,Spot,Algo Order - Other,G10,,,EUR,GBP,EMEA,,,,,,0,,,,,,,,0,,,,,,,18630300.09
2021,4,10,Group B,Bank N,API,API,Client,Hedge Fund,Spot,,EM,,,EUR,CZK,AMER,,,,,,0,,,,,,,,0,,,,,,,2894880.04
2021,4,12,Group A,Group A,FXall,MDP,Client,Real Money,Swaps,,G10,,,USD,GBP,APAC,,,,,,0,,,,,,< 1 week,,0,,,,,,,17694.112
2021,1,3,Group A,Bank R,360T,MDP,Client,Real Money,Spot,Algo Order - Liquidity Seeking,G10,,,USD,EUR,APAC,,,,,,0,,,,,,,,0,,,,,,,4101456.582
2025,3,8,Group A,Bank R,360T,MDP,Client,Real Money,NDFs,Algo Order - Time Based,EM,,,USD,PHP,APAC,,,,,,0,,,,,,NDFs,,0,,,,,,,94955.67036
2021,3,8,Group A,Bank L,FXSpotStream,API,Client,Hedge Fund,Spot,,EM,,,EUR,CZK,APAC,,,,,,0,,,,,,,,0,,,,,,,407913.2432
2021,3,7,Group B,Bank I,FlexTrade,API,Client,Hedge Fund,Swaps,,EM,,,USD,PLN,EMEA,,,,,,0,,,,,,< 1 week,,0,,,,,,,2292333.794
2024,3,8,Group A,Group A,FlexTrade,API,Client,Real Money,Spot,Algo Order - Liquidity Seeking,G10,,,USD,JPY,AMER,,,,,,0,,,,,,,,0,,,,,,,0
2021,3,7,Group B,Group B,Currenex,MDP,Client,Bank,Swaps,,G10,,,EUR,JPY,AMER,,,,,,0,,,,,,< 1 week,,0,,,,,,,1057138.664
2024,2,6,Group C,Group C,FXall,MDP,Client,Corporate,Outrights,,EM,,,EUR,HUF,EMEA,,,,,,0,,,,,,,,0,,,,,,,6886706.284
2023,4,11,Group A,Group A,API,API,Client,Real Money,NDFs,Algo Order - Liquidity Seeking,EM,,,USD,INR,EMEA,,,,,,0,,,,,,NDFs,,0,,,,,,,3728026.316
2023,4,10,Group B,Group B,Bloomberg,MDP,Client,Bank,Swaps,,G10,,,JPY,AUD,UNKNOWN,,,,,,0,,,,,,1 week - 1 month,,0,,,,,,,37931.1
2023,3,7,Group B,Bank N,EBS Direct,MDP,Client,Bank,Spot,,G10,,,EUR,GBP,AMER,,,,,,0,,,,,,,,0,,,,,,,107657066
2023,4,10,Group A,Group A,FXall,MDP,Client,Real Money,Outrights,,G10,,,USD,JPY,APAC,,,,,,0,,,,,,,,0,,,,,,,2003737080
2024,3,8,Group B,Bank N,FXall,MDP,Client,Hedge Fund,Outrights,,EM,,,CAD,PLN,EMEA,,,,,,0,,,,,,< 1 week,,0,,,,,,,0
2024,4,10,Group A,Bank L,FXall,MDP,Client,Real Money,Swaps,,EM,,,GBP,AED,EMEA,,,,,,0,,,,,,1 week - 1 month,,0,,,,,,,545582.3
2023,3,8,Group A,Bank R,360T,MDP,Client,Corporate,Outrights,Algo Order - Liquidity Seeking,G10,,,EUR,SEK,EMEA,,,,,,0,,,,,,,,0,,,,,,,8306.329609
2022,1,1,Group C,Group C,Currenex,MDP,Client,Real Money,Spot,,G10,,,CHF,NOK,AMER,,,,,,0,,,,,,,,0,,,,,,,1406441.61
2024,4,12,Group A,Group A,FXSpotStream,API,Client,Bank,Spot,Algo Order - Liquidity Seeking,EM,,,USD,ILS,AMER,,,,,,0,,,,,,,,0,,,,,,,686738.8913
2025,3,7,Group A,Group A,API,API,Client,Hedge Fund,Swaps,,G10,,,CHF,SEK,APAC,,,,,,0,,,,,,< 1 week,,0,,,,,,,0
2025,3,7,Group C,Group C,Other API,API,Client,Bank,Outrights,,G10,,,GBP,CHF,APAC,,,,,,0,,,,,,,,0,,,,,,,484.02
2024,4,11,Group A,Bank D,Bloomberg,MDP,Client,Real Money,Outrights,,G10,,,JPY,GBP,AMER,,,,,,0,,,,,,,,0,,,,,,,0
2023,1,2,Group A,Bank S,SDP,SDP,Client,Corporate,Swaps,,G10,,,GBP,CHF,UNKNOWN,,,,,,0,,,,,,1 month - 3 months,,0,,,,,,,3250000
2023,4,12,Group B,Bank A,SDP,SDP,Client,Hedge Fund,Spot,,G10,,,USD,CAD,AMER,,,,,,0,,,,,,,,0,,,,,,,4600201
2023,4,11,Group A,Bank R,FXall,MDP,Client,Corporate,Outrights,,G10,,,EUR,CHF,EMEA,,,,,,0,,,,,,,,0,,,,,,,233139283.7
2022,4,11,Group C,Bank U,Bloomberg,MDP,Client,Hedge Fund,Spot,,G10,,,EUR,NOK,AMER,,,,,,0,,,,,,,,0,,,,,,,376614600
2022,1,1,Group B,Bank Q,API,API,Client,Hedge Fund,Swaps,,G10,,,USD,EUR,EMEA,,,,,,0,,,,,,1 week - 1 month,,0,,,,,,,100593089
2022,1,2,Group C,Bank O,SDP,SDP,Client,Bank,Spot,,G10,,,USD,EUR,EMEA,,,,,,0,,,,,,,,0,,,,,,,1101705291
2022,4,12,Group B,Bank A,FlexTrade,API,Client,Bank,Swaps,,G10,,,EUR,GBP,EMEA,,,,,,0,,,,,,1 month - 3 months,,0,,,,,,,38547980
2022,3,8,Group A,Group A,FXall,MDP,Client,Hedge Fund,Swaps,,G10,,,USD,NZD,AMER,,,,,,0,,,,,,3 months - 1 year,,0,,,,,,,51601875
2023,3,8,Group B,Bank Q,Bloomberg,MDP,Client,Real Money,Outrights,,G10,,,EUR,CHF,EMEA,,,,,,0,,,,,,,,0,,,,,,,9794246.246
2022,1,1,Group C,Group C,360T,MDP,Client,Hedge Fund,Outrights,,G10,,,USD,SEK,AMER,,,,,,0,,,,,,,,0,,,,,,,2564573.95
2023,4,11,Group C,Bank UB,360T,MDP,Client,Bank,Outrights,,G10,,,USD,EUR,EMEA,,,,,,0,,,,,,< 1 week,,0,,,,,,,14027493.96
2024,3,9,Group B,Group B,Bloomberg,MDP,Client,Corporate,Outrights,,EM,,,EUR,RSD,EMEA,,,,,,0,,,,,,,,0,,,,,,,138200
2024,3,9,Group B,Bank B,Bloomberg,MDP,Client,Corporate,Swaps,,G10,,,EUR,CHF,EMEA,,,,,,0,,,,,,< 1 week,,0,,,,,,,12758400
2024,2,6,Group A,Group A,SDP,SDP,Client,Bank,Spot,Algo Order - Iceberg,EM,,,EUR,PLN,EMEA,,,,,,0,,,,,,,,0,,,,,,,13825109.53
2024,3,8,Group C,Bank W,Bloomberg,MDP,Client,Real Money,Swaps,,EM,,,USD,CNH,EMEA,,,,,,0,,,,,,1 week - 1 month,,0,,,,,,,56613393.08
2022,3,7,Group B,Bank I,FXall,MDP,Client,Hedge Fund,Spot,,G10,,,EUR,CHF,EMEA,,,,,,0,,,,,,,,0,,,,,,,48951347.39
2024,4,11,Group A,Bank R,Bloomberg,MDP,Client,Real Money,Outrights,Algo Order - Time Based,G10,,,USD,EUR,AMER,,,,,,0,,,,,,,,0,,,,,,,7015.625934
2021,1,2,Group A,Bank D,Currenex,MDP,Client,Bank,Swaps,,G10,,,USD,NOK,AMER,,,,,,0,,,,,,1 month - 3 months,,0,,,,,,,1060000
2021,2,6,Group A,Group A,FXall,MDP,Client,Bank,Swaps,,G10,,,JPY,NZD,APAC,,,,,,0,,,,,,< 1 week,,0,,,,,,,7117841.458
2021,4,12,Group C,Group C,BidFX,API,Client,Bank,Spot,,EM,,,USD,CNH,EMEA,,,,,,0,,,,,,,,0,,,,,,,716782.4468
2021,3,9,Group B,Bank Q,FXall,MDP,Client,Bank,Spot,,G10,,,USD,NOK,APAC,,,,,,0,,,,,,,,0,,,,,,,265400.42
2021,1,3,Group B,Bank Q,Bloomberg,MDP,Client,Real Money,NDFs,,EM,,,USD,KRW,EMEA,,,,,,0,,,,,,NDS,,0,,,,,,,8841123.79
2021,3,7,Group B,Group B,FXall,MDP,Client,Real Money,NDFs,,EM,,,EUR,PHP,EMEA,,,,,,0,,,,,,NDFs,,0,,,,,,,87619.8
2025,1,1,Group A,Bank R,BidFX,API,Client,Hedge Fund,Spot,Fixing order,EM,,,EUR,MXN,AMER,,,,,,0,,,,,,,,0,,,,,,,4379536.456
2024,1,2,Group C,Bank W,SDP,SDP,Client,Hedge Fund,Swaps,,G10,,,USD,GBP,AMER,,,,,,0,,,,,,1 week - 1 month,,0,,,,,,,91335779.56
2023,4,12,Group B,Bank B,Other,Other,Client,Real Money,Spot,Algo Order - Liquidity Seeking,EM,,,USD,CNH,AMER,,,,,,0,,,,,,,,0,,,,,,,0
2023,3,9,Group B,Bank A,SDP,SDP,Client,Corporate,Spot,Fixing order,EM,,,USD,HUF,EMEA,,,,,,0,,,,,,,,0,,,,,,,2283.805
2023,3,8,Group A,Bank D,API,API,Client,Corporate,Swaps,,EM,,,GBP,CNH,APAC,,,,,,0,,,,,,< 1 week,,0,,,,,,,60371.45
2022,2,6,Group B,Bank I,360T,MDP,Client,Corporate,Spot,,EM,,,USD,OMR,EMEA,,,,,,0,,,,,,,,0,,,,,,,2319731.634
2022,2,5,Group A,Bank D,360T,MDP,Client,Real Money,Spot,,G10,,,DKK,EUR,AMER,,,,,,0,,,,,,,,0,,,,,,,270000
2022,2,4,,Bank Z,Other API,API,Client,Bank,Spot,,G10,,,JPY,CHF,EMEA,,,,,,0,,,,,,,,0,,,,,,,44662509.68
2023,4,12,Group A,Bank R,Other API,API,Client,Real Money,Outrights,Fixing order,G10,,,USD,CAD,EMEA,,,,,,0,,,,,,,,0,,,,,,,48551587.16
2024,3,9,Group B,Group B,FX Connect,MDP,Client,Real Money,Spot,Fixing order,EM,,,USD,THB,AMER,,,,,,0,,,,,,,,0,,,,,,,1581339.2
2024,3,9,Group B,Bank I,Integral,MDP,Client,Bank,Spot,,EM,,,USD,CZK,EMEA,,,,,,0,,,,,,,,0,,,,,,,9314988.943
2024,2,6,Group A,Group A,FXall,MDP,Client,Bank,Swaps,,G10,,,USD,NOK,EMEA,,,,,,0,,,,,,1 month - 3 months,,0,,,,,,,121641710.1
2023,4,10,Group C,Bank UB,360T,MDP,Client,Bank,Swaps,,G10,,,USD,GBP,AMER,,,,,,0,,,,,,< 1 week,,0,,,,,,,641922381.4
2023,3,9,Group C,Bank O,API,API,Client,Bank,Spot,,EM,,,JPY,CNH,AMER,,,,,,0,,,,,,,,0,,,,,,,7247341
2024,3,7,Group A,Bank R,FXSpotStream,API,Client,Real Money,Spot,Algo Order - Liquidity Seeking,EM,,,EUR,RON,EMEA,,,,,,0,,,,,,,,0,,,,,,,2339278.891
2022,2,5,Group C,Group C,SDP,SDP,Client,Hedge Fund,Spot,Algo Order - Volume Based,EM,,,USD,CNH,APAC,,,,,,0,,,,,,,,0,,,,,,,53000
2021,1,3,Group B,Bank I,Other API,API,Client,Other,NDFs,,EM,,,USD,BRL,EMEA,,,,,,0,,,,,,NDFs,,0,,,,,,,12502988.81
2021,4,11,Group C,Group C,API,API,Client,Real Money,Spot,,G10,,,JPY,NOK,EMEA,,,,,,0,,,,,,,,0,,,,,,,28580.36177
2021,1,2,Group C,Bank UB,FXall,MDP,Client,Corporate,Outrights,,EM,,,USD,CZK,EMEA,,,,,,0,,,,,,,,0,,,,,,,2000000
2021,2,4,Group B,Bank Q,Integral,MDP,Client,Bank,Swaps,,G10,,,USD,GBP,AMER,,,,,,0,,,,,,1 week - 1 month,,0,,,,,,,2600000
2022,4,12,Group A,Bank D,FXSpotStream,API,Client,Bank,Spot,,EM,,,JPY,CNH,APAC,,,,,,0,,,,,,,,0,,,,,,,8270077.11
2024,3,7,Group A,Bank S,FXall,MDP,Client,Corporate,Outrights,,G10,,,AUD,CHF,EMEA,,,,,,0,,,,,,,,0,,,,,,,700000
2023,1,3,Group B,Bank I,FXall,MDP,Client,Hedge Fund,Swaps,,G10,,,USD,JPY,EMEA,,,,,,0,,,,,,3 months - 1 year,,0,,,,,,,139575500.8
2023,1,3,Group B,Bank N,Bloomberg,MDP,Client,Hedge Fund,Outrights,,G10,,,USD,EUR,APAC,,,,,,0,,,,,,1 month - 3 months,,0,,,,,,,23123006
2025,1,2,Group A,Bank D,Other,Other,Client,Bank,Spot,,G10,,,EUR,JPY,EMEA,,,,,,0,,,,,,,,0,,,,,,,24685618.22
2025,3,7,Group B,Group B,BidFX,API,Client,Real Money,Swaps,,EM,,,CAD,SGD,EMEA,,,,,,0,,,,,,1 month - 3 months,,0,,,,,,,0
2023,3,8,Group B,Group B,BidFX,API,Client,Real Money,Swaps,,EM,,,EUR,THB,EMEA,,,,,,0,,,,,,1 month - 3 months,,0,,,,,,,63260
2022,4,12,Group C,Group C,Bloomberg,MDP,Client,Bank,Swaps,,EM,,,EUR,TRY,EMEA,,,,,,0,,,,,,> 1 year,,0,,,,,,,73343.6
2021,1,1,Group A,Group A,Integral,MDP,Client,Bank,Swaps,,G10,,,USD,JPY,AMER,,,,,,0,,,,,,< 1 week,,0,,,,,,,54958029.07
2021,2,6,Group B,Bank B,SDP,SDP,Client,Corporate,Spot,,EM,,,EUR,TND,EMEA,,,,,,0,,,,,,,,0,,,,,,,9358300
2023,4,11,Group A,Group A,API,API,Client,Real Money,NDFs,Algo Order - Liquidity Seeking,EM,,,USD,MXN,AMER,,,,,,0,,,,,,NDFs,,0,,,,,,,157883.1158
2023,3,8,Group A,Group A,Bloomberg,MDP,Client,Bank,Spot,Algo order - Aggressive,G10,,,USD,AUD,APAC,,,,,,0,,,,,,,,0,,,,,,,335624.3797
2024,4,12,Group C,Group C,360T,MDP,Client,Corporate,Swaps,,G10,,,EUR,JPY,EMEA,,,,,,0,,,,,,> 1 year,,0,,,,,,,118313.2104
2024,3,9,Group C,Bank UB,FXall,MDP,Client,Hedge Fund,Swaps,,G10,,,USD,CAD,AMER,,,,,,0,,,,,,1 month - 3 months,,0,,,,,,,3263524128
2024,4,10,Group C,Bank UB,360T,MDP,Client,Bank,Outrights,,G10,,,USD,JPY,EMEA,,,,,,0,,,,,,1 month - 3 months,,0,,,,,,,500000
2021,1,1,,NULL,Bloomberg,MDP,Client,Bank,Outrights,,EM,,,EUR,TRY,EMEA,,,,,,0,,,,,,,,0,,,,,,,829099.9411
2024,2,5,Group B,Bank N,Bloomberg,MDP,Client,Real Money,Swaps,,G10,,,EUR,JPY,EMEA,,,,,,0,,,,,,1 week - 1 month,,0,,,,,,,708000000
2021,3,9,Group B,Bank B,Bloomberg,MDP,Client,Corporate,Swaps,,G10,,,EUR,GBP,EMEA,,,,,,0,,,,,,1 month - 3 months,,0,,,,,,,33604100
2021,2,5,Group A,Bank S,API,API,Client,Bank,Swaps,,G10,,,USD,CAD,AMER,,,,,,0,,,,,,< 1 week,,0,,,,,,,415420000
2021,2,6,Group B,Bank B,SDP,SDP,Client,Bank,Swaps,,G10,,,USD,JPY,APAC,,,,,,0,,,,,,1 month - 3 months,,0,,,,,,,2032435900
2021,1,2,Group A,Group A,360T,MDP,Client,Bank,Swaps,,EM,,,USD,CZK,APAC,,,,,,0,,,,,,1 week - 1 month,,0,,,,,,,250000
2025,3,7,Group A,Group A,Portware,API,Client,Hedge Fund,Outrights,Algo Order - Time Based,EM,,,EUR,HUF,AMER,,,,,,0,,,,,,,,0,,,,,,,855.4177379
2025,1,2,Group A,Bank D,FXall,MDP,Client,Bank,Swaps,,G10,,,DKK,JPY,APAC,,,,,,0,,,,,,1 month - 3 months,,0,,,,,,,0
2025,2,5,Group A,Group A,FXall,MDP,Client,Bank,Spot,,EM,,,NOK,AED,EMEA,,,,,,0,,,,,,,,0,,,,,,,44241.99587
2025,2,5,Group C,Bank UB,BidFX,API,Client,Hedge Fund,NDFs,,EM,,,USD,PHP,APAC,,,,,,0,,,,,,NDFs,,0,,,,,,,21711456.58
2024,2,5,Group C,Group C,FXall,MDP,Client,Real Money,Swaps,,G10,,,USD,CHF,EMEA,,,,,,0,,,,,,1 week - 1 month,,0,,,,,,,226162290.4
2023,1,2,Group B,Bank I,FXall,MDP,Client,Bank,Swaps,,G10,,,USD,EUR,APAC,,,,,,0,,,,,,< 1 week,,0,,,,,,,7849289494
2022,4,10,Group A,Group A,360T,MDP,Client,Corporate,Spot,,EM,,,EUR,KWD,AMER,,,,,,0,,,,,,,,0,,,,,,,48396.55
2024,2,5,Group B,Bank I,FXall,MDP,Client,Real Money,Swaps,,EM,,,USD,MXN,EMEA,,,,,,0,,,,,,1 month - 3 months,,0,,,,,,,673559748.2
2022,2,4,Group B,Bank Q,Other API,API,Client,Corporate,Swaps,,EM,,,GBP,HKD,EMEA,,,,,,0,,,,,,1 week - 1 month,,0,,,,,,,60521.25
2022,2,4,Group B,Group B,BidFX,API,Client,Hedge Fund,Outrights,,G10,,,JPY,NZD,EMEA,,,,,,0,,,,,,,,0,,,,,,,865197.2523
2024,2,4,Group C,Bank UB,FXall,MDP,Client,Bank,Swaps,,EM,,,USD,CNH,APAC,,,,,,0,,,,,,1 week - 1 month,,0,,,,,,,170179415.9
2022,3,7,Group A,Bank S,Integral,MDP,Client,Real Money,Outrights,,EM,,,USD,TRY,EMEA,,,,,,0,,,,,,,,0,,,,,,,20000
2022,3,9,Group A,Group A,SDP,SDP,Client,Bank,Spot,Limit order,EM,,,USD,IDR,EMEA,,,,,,0,,,,,,,,0,,,,,,,1000000
2022,4,12,Group A,Group A,API,API,Client,Hedge Fund,Swaps,,G10,,,CHF,NZD,EMEA,,,,,,0,,,,,,1 week - 1 month,,0,,,,,,,0
2024,4,11,Group A,Group A,SDP,SDP,Client,Corporate,Swaps,,G10,,,USD,NZD,APAC,,,,,,0,,,,,,1 month - 3 months,,0,,,,,,,439582.5
2025,1,1,Group A,Group A,API,API,Client,Corporate,Outrights,,EM,,,EUR,THB,EMEA,,,,,,0,,,,,,,,0,,,,,,,319360.3266
2023,3,7,Group B,Bank N,API,API,Client,Bank,Spot,,G10,,,JPY,NOK,EMEA,,,,,,0,,,,,,,,0,,,,,,,834105.15
2022,2,4,Group B,Bank N,Portware,API,Client,Bank,Outrights,,G10,,,USD,EUR,APAC,,,,,,0,,,,,,,,0,,,,,,,263472000.9
2022,4,12,Group B,Group B,Bloomberg,MDP,Client,Hedge Fund,Outrights,Fixing order,G10,,,USD,SEK,AMER,,,,,,0,,,,,,,,0,,,,,,,834397.128
2024,3,9,Group A,Bank D,Currenex,MDP,Client,Hedge Fund,Outrights,,EM,,,CHF,ILS,AMER,,,,,,0,,,,,,< 1 week,,0,,,,,,,0
2024,1,3,Group A,Bank R,FXall,MDP,Client,Bank,Swaps,,EM,,,EUR,CNH,APAC,,,,,,0,,,,,,3 months - 1 year,,0,,,,,,,614731800
2021,1,2,Group A,Group A,360T,MDP,Client,Bank,Swaps,,EM,,,USD,RUB,AMER,,,,,,0,,,,,,1 week - 1 month,,0,,,,,,,10841280.41
2021,4,11,Group B,Bank I,Other API,API,Client,Bank,Spot,,G10,,,NZD,CAD,EMEA,,,,,,0,,,,,,,,0,,,,,,,40565065.3
2024,2,6,Group B,Bank Q,FXall,MDP,Client,Real Money,Spot,,EM,,,GBP,PLN,EMEA,,,,,,0,,,,,,,,0,,,,,,,12530.67257
2021,1,3,Group B,Bank N,Portware,API,Client,Real Money,Spot,Fixing order,G10,,,GBP,CHF,EMEA,,,,,,0,,,,,,,,0,,,,,,,10399947.48
2021,1,2,Group B,Bank Q,SDP,SDP,Client,Hedge Fund,Swaps,,G10,,,EUR,GBP,EMEA,,,,,,0,,,,,,1 month - 3 months,,0,,,,,,,5959824.129
2021,1,1,,NULL,FXall,MDP,Client,Real Money,NDFs,,EM,,,USD,KRW,EMEA,,,,,,0,,,,,,NDS,,0,,,,,,,46911589.25
2021,2,5,Group C,Bank O,Integral,MDP,Client,Bank,Spot,,G10,,,USD,GBP,APAC,,,,,,0,,,,,,,,0,,,,,,,55843950
2021,2,4,Group C,Bank U,API,API,Client,Real Money,Spot,Limit order,EM,,,USD,SAR,AMER,,,,,,0,,,,,,,,0,,,,,,,699.11
2025,1,3,Group A,Bank S,SDP,SDP,Client,Corporate,Outrights,Limit order,G10,,,EUR,GBP,AMER,,,,,,0,,,,,,,,0,,,,,,,1090000
2025,3,8,Group B,Bank A,EBS Direct,MDP,Client,Bank,Spot,,G10,,,EUR,CHF,APAC,,,,,,0,,,,,,,,0,,,,,,,6993761
2024,3,8,Group C,Group C,FlexTrade,API,Client,Bank,Swaps,,EM,,,USD,MXN,EMEA,,,,,,0,,,,,,< 1 week,,0,,,,,,,1211360.951
2023,2,5,Group A,Bank R,Bloomberg,MDP,Client,Bank,Swaps,,EM,,,USD,AED,EMEA,,,,,,0,,,,,,< 1 week,,0,,,,,,,18517762.07
2023,4,12,Group C,Group C,Integral,MDP,Client,Bank,Swaps,,EM,,,EUR,ZAR,AMER,,,,,,0,,,,,,1 month - 3 months,,0,,,,,,,698137.5483
2023,1,3,Group A,Bank D,Currenex,MDP,Client,Bank,NDFs,,EM,,,GBP,IDR,EMEA,,,,,,0,,,,,,NDFs,,0,,,,,,,0
2025,1,3,Group B,Group B,Bloomberg,MDP,Client,Other,Spot,,G10,,,EUR,NOK,UNKNOWN,,,,,,0,,,,,,,,0,,,,,,,12688.68006
2024,2,6,Group A,Bank R,BidFX,API,Client,Hedge Fund,Spot,,G10,,,EUR,CAD,AMER,,,,,,0,,,,,,,,0,,,,,,,10450865.48
2022,4,11,Group C,Bank W,Bloomberg,MDP,Client,Corporate,Spot,Algo Order - Liquidity Seeking,G10,,,USD,GBP,EMEA,,,,,,0,,,,,,,,0,,,,,,,98400000
2022,2,6,Group B,Bank Q,FXSpotStream,API,Client,Hedge Fund,Swaps,,EM,,,USD,TRY,EMEA,,,,,,0,,,,,,3 months - 1 year,,0,,,,,,,2116675.49
2024,1,3,Group A,Group A,FlexTrade,API,Client,Hedge Fund,Spot,Algo order - Aggressive,G10,,,AUD,CAD,EMEA,,,,,,0,,,,,,,,0,,,,,,,0
2024,2,5,Group A,Group A,360T,MDP,Client,Real Money,Spot,Algo Order - Liquidity Seeking,EM,,,USD,THB,APAC,,,,,,0,,,,,,,,0,,,,,,,5179.022271
2024,3,9,Group B,Bank A,Currenex,MDP,Client,Real Money,Outrights,,G10,,,JPY,NOK,AMER,,,,,,0,,,,,,1 month - 3 months,,0,,,,,,,2934.608
2025,3,8,Group B,Bank A,Other API,API,Client,Bank,Spot,,G10,,,USD,NOK,APAC,,,,,,0,,,,,,,,0,,,,,,,600000
2025,1,1,Group B,Bank Q,SDP,SDP,Client,Corporate,Spot,Limit Order,EM,,,USD,CZK,EMEA,,,,,,0,,,,,,,,0,,,,,,,148405.56
2025,2,4,Group A,Group A,FXall,MDP,Client,Bank,Swaps,,G10,,,USD,SEK,AMER,,,,,,0,,,,,,1 month - 3 months,,0,,,,,,,1650770.163
2023,3,8,Group A,Group A,Bloomberg,MDP,Client,Real Money,Outrights,Algo Order - Time Based,EM,,,USD,SGD,EMEA,,,,,,0,,,,,,,,0,,,,,,,1241987.882
2022,4,11,Group B,Bank Q,Bloomberg,MDP,Client,Corporate,Outrights,,EM,,,SEK,CNH,EMEA,,,,,,0,,,,,,,,0,,,,,,,1412405.734
2022,4,11,Group B,Bank B,API,API,Client,Corporate,Swaps,,EM,,,USD,MXN,EMEA,,,,,,0,,,,,,1 week - 1 month,,0,,,,,,,97900
2022,3,7,Group A,Group A,Currenex,MDP,Client,Hedge Fund,Spot,,G10,,,USD,NOK,AMER,,,,,,0,,,,,,,,0,,,,,,,105000
2022,1,2,Group C,Bank W,Currenex,MDP,Client,Bank,Spot,,G10,,,EUR,NZD,EMEA,,,,,,0,,,,,,,,0,,,,,,,849468.3624
2023,3,8,Group B,Bank Q,FXall,MDP,Client,Corporate,Outrights,,EM,,,USD,OMR,EMEA,,,,,,0,,,,,,,,0,,,,,,,7687.8
2023,2,6,Group A,Group A,SDP,SDP,Client,Bank,Outrights,,EM,,,DKK,SGD,EMEA,,,,,,0,,,,,,,,0,,,,,,,5734.346482
2023,4,11,Group B,Bank A,BidFX,API,Client,Real Money,Swaps,,G10,,,USD,JPY,EMEA,,,,,,0,,,,,,1 month - 3 months,,0,,,,,,,22235420
2023,4,12,Group A,Group A,SDP,SDP,Client,Bank,Swaps,,G10,,,GBP,SEK,EMEA,,,,,,0,,,,,,< 1 week,,0,,,,,,,6070240.493
2023,4,12,Group C,Bank C,360T,MDP,Client,Bank,Swaps,,G10,,,USD,GBP,EMEA,,,,,,0,,,,,,< 1 week,,0,,,,,,,1534199540
2022,3,7,Group B,Group B,SDP,SDP,Client,Bank,Swaps,,EM,,,USD,HKD,APAC,,,,,,0,,,,,,1 month - 3 months,,0,,,,,,,97587128.03
2022,2,4,Group A,Group A,Other API,API,Client,Real Money,Outrights,Fixing order,G10,,,CHF,DKK,EMEA,,,,,,0,,,,,,1 week - 1 month,,0,,,,,,,230000
2022,4,11,Group B,Bank N,FlexTrade,API,Client,Hedge Fund,Spot,Algo Order - Volume Based,G10,,,USD,CAD,AMER,,,,,,0,,,,,,,,0,,,,,,,165454045.5
2022,2,4,Group B,Bank B,API,API,Client,Hedge Fund,Spot,,EM,,,GBP,CNH,EMEA,,,,,,0,,,,,,,,0,,,,,,,5276400
2022,2,5,Group B,Bank Q,FXall,MDP,Client,Corporate,Swaps,,EM,,,USD,OMR,AMER,,,,,,0,,,,,,1 month - 3 months,,0,,,,,,,38957.92
2022,4,10,Group A,Bank L,FXall,MDP,Client,Hedge Fund,Swaps,,EM,,,USD,ZAR,AMER,,,,,,0,,,,,,3 months - 1 year,,0,,,,,,,1017206.088
2022,4,12,Group A,Bank S,FXall,MDP,Client,Real Money,Spot,Fixing order,G10,,,USD,SEK,EMEA,,,,,,0,,,,,,,,0,,,,,,,4140000
2022,1,3,Group A,Group A,BidFX,API,Client,Hedge Fund,Swaps,,EM,,,USD,ZAR,APAC,,,,,,0,,,,,,1 month - 3 months,,0,,,,,,,1299389.273
2025,1,3,Group B,Bank N,Bloomberg,MDP,Client,Hedge Fund,Swaps,,G10,,,AUD,SEK,AMER,,,,,,0,,,,,,1 week - 1 month,,0,,,,,,,2000000
2021,2,5,Group A,Bank D,SDP,SDP,Client,Corporate,Spot,,EM,,,CAD,SGD,APAC,,,,,,0,,,,,,,,0,,,,,,,0
2021,3,9,Group C,Group C,360T,MDP,Client,Hedge Fund,Spot,,EM,,,EUR,PLN,EMEA,,,,,,0,,,,,,,,0,,,,,,,4870482.5
2021,1,2,Group B,Group B,API,API,Client,Bank,Spot,Limit order,G10,,,JPY,CAD,EMEA,,,,,,0,,,,,,,,0,,,,,,,236308.44
2021,4,12,Group C,Bank W,360T,MDP,Client,Hedge Fund,Swaps,,G10,,,EUR,CHF,EMEA,,,,,,0,,,,,,3 months - 1 year,,0,,,,,,,14079125.9
2024,3,7,Group C,Group C,360T,MDP,Client,Other,NDFs,,EM,,,EUR,PHP,EMEA,,,,,,0,,,,,,NDFs,,0,,,,,,,49570.59224
